Config,Depth,Input,Target,Pred,Correct,Reasoning
L8H2R16,depth4,((87 - (33 + 24)) - ((21 - 76) + (84 - 76))) + (93 + ((43 + 63) - (63 + 88))),125,,,...
L8H2R16,depth4,(((40 + 98) - (7 - 54)) + (42 + (15 + 55))) + (((32 - 91) - (62 - 29)) - 17),188,,,...
L8H2R16,depth4,(((74 - 81) - 27) - ((59 - 27) - (3 - 19))) - (((35 + 25) - (92 + 16)) - ((2 - 95) + 93)),-34,,,...
L8H2R16,depth4,(9 + ((96 - 68) + (34 + 0))) + (((63 + 77) - (62 - 44)) + ((90 + 70) - (82 - 63))),334,,,...
L8H2R16,depth4,((22 - (48 + 77)) - ((22 + 50) + (7 + 39))) + (((38 + 36) + (58 - 1)) + ((94 + 75) - (20 - 59))),118,,,...
L8H2R16,depth4,(((85 - 95) - (26 + 47)) + ((79 + 67) + (83 + 30))) - 99,77,,,...
L8H2R16,depth4,7 - (((65 + 29) - (85 - 25)) + ((2 - 10) + (16 - 80))),45,,,...
L8H2R16,depth4,((16 + (80 - 24)) - ((96 - 42) - 49)) + ((16 - (0 - 62)) - (92 - (5 + 56))),114,,,...
L8H2R16,depth4,(7 + ((39 + 94) - (21 - 36))) + (((59 + 67) + (33 + 7)) - ((6 - 97) + (64 - 46))),394,,,...
L8H16R4,depth2,(32 - 53) + (28 - 34),-27,,,...
L8H16R4,depth2,45 + (83 - 33),95,,,...
L8H16R4,depth2,(62 - 82) + (92 - 23),49,,,...
L8H16R4,depth2,(64 + 12) - (24 - 18),70,,,...
L8H16R4,depth2,(9 + 18) - (56 - 13),-16,,,...
L8H16R4,depth2,(4 + 88) + (0 + 49),141,,,...
L8H16R4,depth2,(63 - 95) - (77 + 52),-161,,,...
L8H16R4,depth2,(20 - 28) + (76 + 37),105,,,...
L8H16R4,depth2,(45 - 94) + (57 - 44),-36,,,...
L8H16R4,depth2,61 - (60 + 9),-8,,,...
L8H2R8,depth5,((((44 - 57) + (67 + 40)) - ((33 + 10) + (35 - 77))) - (((5 + 35) + (81 + 76)) - ((42 + 55) - (85 + 62)))) + ((((1 - 15) - (62 + 27)) + ((87 + 70) + (51 + 40))) + (((55 - 0) + (55 - 30)) + ((30 + 33) - (87 - 70)))),117,,,...
L8H2R8,depth5,(((95 - (10 + 83)) - ((25 - 29) + (40 - 90))) + (((96 - 38) + 44) + ((68 + 31) - (70 - 65)))) + ((((14 - 85) + (9 - 88)) - 74) - (((15 + 26) + (92 + 75)) - ((91 - 72) - (70 + 70)))),-301,,,...
L8H2R8,depth5,((((50 - 55) - (76 + 93)) - ((84 + 9) + (13 + 46))) - (((81 + 64) - (69 - 30)) + ((82 - 32) - (65 - 33)))) - 91,-541,,,...
L8H2R8,depth5,((((8 - 7) - (84 - 38)) + ((36 + 28) + (34 + 34))) - (((26 - 68) - (29 + 89)) + ((24 + 26) - (6 - 12)))) + ((((16 + 62) - (77 + 92)) + 86) + (((5 - 20) + (91 + 74)) - ((79 + 98) + 78))),81,,,...
L8H2R8,depth5,((((12 + 39) + 16) - ((60 - 37) - (22 - 56))) + (((23 - 74) - (26 + 71)) - ((2 - 66) - 13))) - ((((70 - 20) - (71 - 95)) - ((47 + 8) - (70 - 47))) + (((41 + 77) - 14) + (32 - (47 - 57)))),-249,,,...
L8H2R8,depth5,((((10 + 97) + (74 + 43)) - ((29 + 42) - (0 - 46))) - 66) - ((((9 + 4) - (71 + 40)) + ((67 - 95) + (51 - 89))) + (((48 - 42) + (0 - 75)) + 90)),184,,,...
L8H2R8,depth5,((84 - ((95 + 8) - (18 + 50))) - (((28 + 7) + (56 + 37)) + ((30 - 13) + (22 + 92)))) - ((((65 - 97) - (20 + 28)) + ((74 - 56) + (26 - 37))) + (98 + ((22 - 19) + (83 + 62)))),-383,,,...
L8H2R8,depth5,((((14 + 42) - (76 + 46)) - ((50 - 28) - (9 - 86))) + (((3 + 21) + (10 - 0)) + ((47 + 90) + (43 + 28)))) + (56 - (((19 + 62) + (87 + 58)) + ((99 + 33) + 78))),-303,,,...
L8H2R8,depth5,((((85 + 2) + (19 - 79)) - 84) + (((44 - 71) + (48 + 37)) - ((33 - 26) + (32 + 44)))) - ((((85 - 19) + (66 + 74)) + ((98 - 71) + (64 - 88))) - (((99 - 3) - 12) + ((82 - 42) - (39 + 14)))),-220,,,...
L8H2R8,depth5,((((30 + 44) + 64) + 92) - 29) + ((((99 + 4) - (52 - 3)) - ((97 + 30) - (53 - 90))) - ((44 + (98 + 88)) - ((81 + 3) - (43 - 18)))),-80,,,...
L8H8R4,depth2,(21 - 38) + (57 - 90),-50,,,...
L8H8R4,depth2,(25 - 14) + (6 + 73),90,,,...
L8H8R4,depth2,(31 + 32) + (25 + 63),151,,,...
L8H8R4,depth2,92 - (45 - 71),118,,,...
L8H8R4,depth2,76 - (46 + 48),-18,,,...
L8H8R4,depth2,(80 + 86) + (15 - 24),157,,,...
L8H8R4,depth2,(22 + 60) - (0 + 45),37,,,...
L8H8R4,depth2,(10 + 68) + (99 + 40),217,,,...
L8H8R4,depth2,(73 - 33) - (94 + 80),-134,,,...
L8H8R4,depth2,(71 + 89) - (75 + 8),77,,,...
L2H8R32,depth5,((((17 - 87) + (15 + 48)) + ((52 - 24) + 4)) - (((56 - 59) + (99 - 2)) + ((86 + 18) + (56 + 14)))) + ((((62 + 11) + (70 - 26)) - ((71 - 39) - (81 + 8))) + (((81 - 73) + 86) - ((41 - 5) - (49 - 33)))),5,,,...
L2H8R32,depth5,((((15 - 27) - 79) + ((77 - 22) - (47 - 78))) - (((97 - 85) + (88 + 60)) - ((20 - 13) + (82 + 77)))) - ((((12 - 38) + (99 + 74)) + ((3 + 55) - (90 + 95))) - (((51 + 30) - 34) + ((43 + 78) - 87))),62,,,...
L2H8R32,depth5,((((76 + 67) + (96 + 80)) - ((33 + 11) + (98 + 64))) - (((86 - 26) - (18 - 31)) + ((93 + 91) - (52 + 1)))) - ((((26 - 10) - (50 - 91)) + ((40 - 59) + (20 + 40))) + (((9 - 88) - (62 - 86)) + ((45 + 76) + 52))),-307,,,...
L2H8R32,depth5,(7 - (((89 + 89) + (51 + 5)) - 17)) - ((((26 + 50) - (46 + 34)) - ((77 - 48) - (33 + 78))) + ((53 + (95 + 73)) + (10 - (57 - 83)))),-545,,,...
L2H8R32,depth5,((((34 + 53) + (95 + 56)) + ((22 + 16) + (54 - 13))) + (((5 - 89) + 22) - ((33 - 22) + (33 - 97)))) - ((((86 - 50) + (48 + 37)) + ((7 - 37) - (55 - 12))) + (((4 + 82) - (39 - 4)) - ((79 + 55) + (20 + 63)))),426,,,...
L2H8R32,depth5,((((4 - 62) + (1 + 77)) - ((85 + 0) - (71 + 80))) - (((31 - 29) + (15 - 7)) - (12 + (97 + 87)))) - ((((62 - 29) - (45 - 74)) - ((52 - 29) - (55 - 52))) - (((68 + 26) + (1 + 19)) - 57)),287,,,...
L2H8R32,depth5,(50 + (25 + ((54 - 56) + (58 - 43)))) + ((((71 + 16) + (68 - 22)) + ((35 + 93) - (49 - 91))) - (((20 + 47) + (12 - 41)) + ((82 - 80) - (10 + 24)))),385,,,...
L2H8R32,depth5,((((56 - 68) - (89 + 92)) + ((63 + 97) - (5 + 73))) + 86) + ((((47 - 38) - (56 - 92)) + ((4 + 27) - (63 - 86))) + (((38 - 13) + (52 - 73)) - ((87 + 85) - (39 + 58)))),3,,,...
L2H8R32,depth5,((30 - ((47 + 48) + (0 - 82))) + 73) + ((((52 + 8) + (63 - 2)) - ((55 + 0) - (72 - 85))) + (((7 + 53) + (76 - 0)) - ((46 - 42) + (49 + 0)))),226,,,...
L2H8R32,depth5,((((78 - 10) + (35 + 63)) + ((84 + 24) + (71 + 33))) - (((67 - 10) + 33) - ((2 + 34) - (21 + 3)))) + (82 + (((20 - 6) - (80 + 54)) + 48)),310,,,...
L2H16R4,depth1,30 - 33,-3,,,...
L2H16R4,depth1,6 + 33,39,,,...
L2H16R4,depth1,85 + 13,98,,,...
L2H16R4,depth1,31 - 52,-21,,,...
L2H16R4,depth1,6 - 56,-50,,,...
L2H16R4,depth1,82 - 66,16,,,...
L2H16R4,depth1,18 + 77,95,,,...
L2H16R4,depth1,68 + 99,167,,,...
L2H16R4,depth1,90 + 4,94,,,...
L2H16R4,depth1,52 + 32,84,,,...
L4H4R4,depth1,22 + 85,107,,,...
L4H4R4,depth1,83 - 51,32,,,...
L4H4R4,depth1,6 + 15,21,,,...
L4H4R4,depth1,32 - 34,-2,,,...
L4H4R4,depth1,41 - 27,14,,,...
L4H4R4,depth1,61 + 4,65,,,...
L4H4R4,depth1,82 + 2,84,,,...
L4H4R4,depth1,40 + 13,53,,,...
L4H4R4,depth1,81 - 64,17,,,...
L4H4R4,depth1,26 - 21,5,,,...
L2H16R16,max,((60 - ((61 + 31) + 60)) - 37) - 97,-226,,,...
L2H16R16,max,90,90,,,...
L2H16R16,max,(10 + 26) - (((65 + (54 + 47)) - (34 - (84 + 38))) - (((9 - 49) - 68) - 29)),-355,,,...
L2H16R16,max,54 - 95,-41,,,...
L2H16R16,max,39,39,,,...
L2H16R16,max,54 - ((((30 + 60) + (4 + 89)) + (83 + (59 + 23))) + (88 - ((45 - 25) + (5 + 74)))),-283,,,...
L2H16R16,max,23,23,,,...
L2H16R16,max,35 + (95 + ((49 - 91) + ((69 + 29) + (51 + 18)))),255,,,...
L2H16R16,max,1,1,,,...
L2H16R16,max,(24 - 65) + 39,-2,,,...
L8H16R16,depth2,(37 + 60) - (65 - 11),43,,,...
L8H16R16,depth2,(48 + 45) + (89 - 85),97,,,...
L8H16R16,depth2,(8 + 67) + (44 - 87),32,,,...
L8H16R16,depth2,(49 - 46) + (59 + 70),132,,,...
L8H16R16,depth2,(65 + 52) - (40 - 69),146,,,...
L8H16R16,depth2,(35 - 70) - (91 - 77),-49,,,...
L8H16R16,depth2,(5 - 46) + (83 - 28),14,,,...
L8H16R16,depth2,(40 + 85) + (91 + 29),245,,,...
L8H16R16,depth2,73 - (58 + 55),-40,,,...
L8H16R16,depth2,(67 - 92) + (17 - 6),-14,,,...
L2H2R8,depth4,((22 - (24 + 26)) - ((14 + 73) + (84 + 75))) + ((64 - (14 + 71)) - ((47 - 24) + (78 + 34))),-430,,,...
L2H2R8,depth4,(((69 + 8) - (4 - 24)) + ((0 - 69) + (96 - 12))) + (((12 - 9) - (34 - 39)) - ((69 + 42) - (12 + 84))),105,,,...
L2H2R8,depth4,(((44 - 77) - (75 - 94)) + ((29 + 41) - (49 - 34))) + (((42 - 57) + (90 - 89)) + ((38 + 74) - (19 + 0))),120,,,...
L2H2R8,depth4,(((55 - 32) + (95 + 23)) - ((98 + 42) + (82 - 67))) - (((79 + 27) - (4 + 91)) - ((64 - 49) + (45 + 3))),38,,,...
L2H2R8,depth4,(((70 - 34) + (47 + 47)) + ((32 - 31) + (4 - 49))) + (((82 - 46) - (92 + 8)) - ((74 - 35) - (80 + 1))),64,,,...
L2H2R8,depth4,(((17 - 41) - (63 - 59)) + ((85 + 33) - (11 + 10))) - ((81 + (47 + 25)) - ((4 - 73) + (62 - 20))),-111,,,...
L2H2R8,depth4,(16 - ((21 + 12) + (44 - 99))) + ((63 - (38 - 37)) - ((19 + 32) - (88 + 56))),193,,,...
L2H2R8,depth4,(((75 + 3) - (22 + 52)) - 0) + 64,68,,,...
L2H2R8,depth4,(((13 + 17) + (98 + 54)) - ((25 - 68) + (82 + 51))) - (((14 - 22) - (46 + 68)) - ((10 + 81) + (12 - 31))),286,,,...
L2H2R8,depth4,(((38 + 28) - (93 + 65)) - ((50 - 84) + (50 - 79))) + (((14 - 24) + (45 + 90)) + 12),108,,,...
L4H16R32,max,((25 - 35) - (((52 + 95) - (33 - 87)) - ((70 + 2) + 87))) - 20,-72,,,...
L4H16R32,max,((((1 + 15) - 22) - (72 - (85 + 83))) - ((30 + (72 + 70)) + 51)) + ((((34 + 45) - 13) + (32 + (46 + 77))) + (((10 - 90) - (23 - 50)) + ((83 + 59) - (56 - 21)))),142,,,...
L4H16R32,max,78 - 83,-5,,,...
L4H16R32,max,79,79,,,...
L4H16R32,max,29,29,,,...
L4H16R32,max,19 + ((43 + (12 + (60 + 64))) + (86 - ((35 + 56) + 12))),181,,,...
L4H16R32,max,((((96 - 61) + (6 + 79)) - ((99 + 67) - (73 - 72))) + 63) - (((79 - (55 + 29)) + 43) + (((55 + 55) + (72 - 84)) - 59)),-59,,,...
L4H16R32,max,((((68 + 27) + (9 + 15)) - 4) - (((31 - 37) + (16 - 46)) - 55)) - 5,201,,,...
L4H16R32,max,(24 - 61) - (10 - (((57 + 18) - 9) - ((92 + 87) + (3 + 38)))),-201,,,...
L4H16R32,max,((82 - (47 - (57 - 64))) - 33) - ((((74 + 84) + (62 - 19)) - (40 + (36 + 63))) + 4),-71,,,...
L2H16R32,depth1,97 - 41,56,,,...
L2H16R32,depth1,44 - 86,-42,,,...
L2H16R32,depth1,68 - 2,66,,,...
L2H16R32,depth1,15 + 53,68,,,...
L2H16R32,depth1,37 - 80,-43,,,...
L2H16R32,depth1,95 - 19,76,,,...
L2H16R32,depth1,79 + 9,88,,,...
L2H16R32,depth1,70 - 7,63,,,...
L2H16R32,depth1,43 + 72,115,,,...
L2H16R32,depth1,45 + 56,101,,,...
L2H4R16,depth1,42 + 80,122,,,...
L2H4R16,depth1,82 + 9,91,,,...
L2H4R16,depth1,50 - 64,-14,,,...
L2H4R16,depth1,18 + 10,28,,,...
L2H4R16,depth1,76 - 28,48,,,...
L2H4R16,depth1,6 - 79,-73,,,...
L2H4R16,depth1,81 + 64,145,,,...
L2H4R16,depth1,82 + 15,97,,,...
L2H4R16,depth1,90 + 86,176,,,...
L2H4R16,depth1,51 + 42,93,,,...
L4H16R8,depth4,(((9 + 38) + (74 - 65)) - ((40 - 15) - (37 - 72))) - (((23 + 68) + (48 + 35)) + (68 - (96 - 63))),-213,,,...
L4H16R8,depth4,48 + (((10 - 59) - (72 + 74)) + ((8 + 83) - (49 + 82))),-187,,,...
L4H16R8,depth4,(((16 + 37) - (19 + 80)) + 0) + (((34 - 56) - (3 - 30)) - ((17 - 0) - (57 - 61))),-62,,,...
L4H16R8,depth4,23 + (((20 - 60) - (40 - 81)) + ((19 - 78) - (11 - 22))),-24,,,...
L4H16R8,depth4,((95 - (94 + 16)) - ((35 - 98) - (37 - 91))) + (((26 - 84) - (85 - 69)) - ((73 + 87) + (94 - 18))),-316,,,...
L4H16R8,depth4,(82 - ((52 + 32) - (58 + 20))) + (((38 + 25) + (17 + 26)) - 47),135,,,...
L4H16R8,depth4,39 - (((10 - 65) - (96 + 71)) - 62),323,,,...
L4H16R8,depth4,(((28 + 48) + (2 + 3)) + ((1 - 74) - (57 + 45))) - (((43 - 61) - 66) + ((27 - 10) + (1 + 63))),-91,,,...
L4H16R8,depth4,(5 + ((71 - 27) + (29 + 3))) - (((49 + 44) - (94 - 39)) + ((76 - 97) - (54 + 60))),178,,,...
L4H16R8,depth4,98 - (45 + ((11 - 82) + (10 + 7))),107,,,...
L4H8R32,depth5,((((20 - 58) + (20 + 57)) + ((88 + 12) + (36 - 45))) + (((89 - 56) - 15) - ((99 + 93) + (64 + 92)))) + ((((83 - 40) + (86 + 48)) - (65 - (91 + 74))) - (((2 - 57) - (91 + 31)) - ((61 + 9) - (70 + 74)))),180,,,...
L4H8R32,depth5,((((5 + 55) + 35) + (90 - (2 - 89))) - (((57 + 66) - (84 - 68)) + ((87 - 84) - (41 - 76)))) + ((((40 - 26) + (29 - 65)) - (69 + (85 + 93))) + (((92 - 97) + (24 - 58)) + (38 + (35 - 36)))),-144,,,...
L4H8R32,depth5,((((22 - 49) + (23 + 0)) + (24 + (87 - 18))) - (((38 + 98) + (39 + 96)) + ((14 - 9) + (96 + 24)))) - ((((92 - 72) + (67 - 57)) - ((10 + 89) + (71 + 84))) - (((93 - 97) - (18 + 2)) - ((72 + 23) + (98 - 61)))),-239,,,...
L4H8R32,depth5,93 - ((((40 - 9) + (0 + 80)) - (96 + (53 - 82))) + (((99 - 3) + (59 - 72)) + ((92 - 74) - (57 + 49)))),54,,,...
L4H8R32,depth5,(88 - (80 - ((67 - 57) + (42 + 76)))) - ((((53 + 65) + (70 - 58)) + ((86 + 16) - (36 + 49))) + ((15 - (11 - 71)) + ((14 + 49) + (39 - 93)))),-95,,,...
L4H8R32,depth5,((((40 - 29) + (45 - 52)) - ((38 + 20) + (15 - 20))) + 18) - ((((24 + 28) + (73 + 68)) - ((45 + 66) - 36)) + (((40 + 35) - (56 + 35)) + ((47 - 78) - (60 - 52)))),-94,,,...
L4H8R32,depth5,((((50 + 80) + (13 - 57)) - ((39 + 50) - (25 + 34))) - (((13 + 68) - (15 - 57)) + ((38 - 20) - 4))) - ((((65 + 45) - (88 + 52)) + ((4 - 59) - (16 + 80))) + (((76 - 29) + (24 + 50)) + ((27 + 79) + (54 + 3)))),-184,,,...
L4H8R32,depth5,((((30 - 10) + (92 - 18)) + ((44 + 61) + (42 - 77))) + 48) - 30,182,,,...
L4H8R32,depth5,((((74 - 30) + (17 - 36)) - (33 + (61 - 25))) - ((93 - (20 - 49)) - ((46 + 9) + (14 + 93)))) - ((((54 + 99) - (2 + 93)) - ((77 - 15) + (52 + 62))) - (((19 - 4) + (42 - 30)) - ((14 - 78) - (53 + 16)))),274,,,...
L4H8R32,depth5,((((48 + 2) - (21 - 97)) - ((26 - 86) + (73 + 86))) - (((52 - 51) - (75 + 32)) + ((33 + 1) - (59 - 93)))) - ((((50 + 60) - (40 - 85)) - 29) - (((9 - 5) + (19 + 55)) - ((95 - 11) - (33 - 69)))),-103,,,...
L4H16R4,max,30 - (((41 - 80) - ((45 + 36) - (71 + 62))) - (((18 - 30) + (41 - 91)) + 3)),-42,,,...
L4H16R4,max,(21 + (((94 + 75) - 68) + (20 - (60 - 12)))) + ((25 + 82) + 87),288,,,...
L4H16R4,max,(48 + (((16 - 47) - 11) - ((96 - 54) - (28 - 14)))) + ((((45 - 62) - 28) - ((13 + 82) + (54 - 15))) - 87),-288,,,...
L4H16R4,max,76,76,,,...
L4H16R4,max,((39 - 33) - 54) - (20 - 11),-57,,,...
L4H16R4,max,(65 - 18) + ((10 - ((14 + 4) - (97 + 50))) - (13 + (1 + 78))),94,,,...
L4H16R4,max,((22 - ((76 + 70) - (19 - 18))) + (86 + 10)) + (((88 + (37 - 80)) + ((43 + 54) - (77 - 90))) + (89 + 46)),263,,,...
L4H16R4,max,((((58 + 98) - (2 - 74)) + ((28 - 75) - 69)) - 6) - ((89 + 25) - ((37 - (17 - 6)) + 90)),108,,,...
L4H16R4,max,99 + (89 + 39),227,,,...
L4H16R4,max,77,77,,,...
L8H16R8,depth2,(42 - 80) + (6 - 60),-92,,,...
L8H16R8,depth2,28 + (42 - 99),-29,,,...
L8H16R8,depth2,(43 + 43) + (50 - 96),40,,,...
L8H16R8,depth2,(3 + 30) - (93 - 14),-46,,,...
L8H16R8,depth2,(58 - 57) - (75 - 93),19,,,...
L8H16R8,depth2,95 - (51 + 42),2,,,...
L8H16R8,depth2,(32 + 47) + (13 + 52),144,,,...
L8H16R8,depth2,(4 + 39) + (24 + 46),113,,,...
L8H16R8,depth2,(8 + 94) + (25 + 2),129,,,...
L8H16R8,depth2,(94 + 86) - 46,134,,,...
L8H2R8,depth2,(37 - 88) - (37 - 52),-36,,,...
L8H2R8,depth2,(29 + 43) + (84 - 18),138,,,...
L8H2R8,depth2,(85 - 7) + (27 + 69),174,,,...
L8H2R8,depth2,(55 - 65) - (11 + 12),-33,,,...
L8H2R8,depth2,(6 + 86) + (72 - 13),151,,,...
L8H2R8,depth2,(40 - 12) + (59 + 0),87,,,...
L8H2R8,depth2,(64 + 82) + (28 + 76),250,,,...
L8H2R8,depth2,(6 + 93) - (82 - 14),31,,,...
L8H2R8,depth2,(79 - 96) + (56 - 1),38,,,...
L8H2R8,depth2,(27 - 17) - 66,-56,,,...
L4H16R16,depth1,43 + 99,142,,,...
L4H16R16,depth1,56 - 48,8,,,...
L4H16R16,depth1,49 + 85,134,,,...
L4H16R16,depth1,7 - 64,-57,,,...
L4H16R16,depth1,42 - 78,-36,,,...
L4H16R16,depth1,61 - 28,33,,,...
L4H16R16,depth1,2 + 97,99,,,...
L4H16R16,depth1,5 - 49,-44,,,...
L4H16R16,depth1,41 - 35,6,,,...
L4H16R16,depth1,70 + 80,150,,,...
L4H16R16,depth5,(74 + (((6 - 39) - (5 + 48)) + ((61 - 22) - (79 - 20)))) + ((((92 + 64) + (10 - 1)) - ((29 - 99) + 83)) + (((53 + 33) - (29 + 84)) + ((28 - 54) - (29 - 23)))),61,,,...
L4H16R16,depth5,((((13 - 0) - (32 - 50)) + ((97 - 96) - (63 - 41))) - (((49 - 94) + (38 - 55)) - ((91 + 54) - (79 + 85)))) - ((((85 - 26) - (55 - 70)) + ((14 - 54) - (27 - 54))) - ((29 + (32 + 17)) + ((28 - 27) - (21 - 78)))),128,,,...
L4H16R16,depth5,((((91 + 58) - (59 + 21)) - ((15 + 33) + (72 - 80))) + 92) - 97,24,,,...
L4H16R16,depth5,(35 - (((91 + 11) + (16 - 47)) - (57 + (34 + 97)))) + ((((33 - 21) - (86 + 66)) + 0) + (89 + ((99 - 94) - (1 - 0)))),105,,,...
L4H16R16,depth5,((((47 + 65) - (44 - 64)) + ((8 - 80) + (12 + 1))) - (((83 + 54) - (3 - 23)) - ((41 + 50) + (0 + 84)))) + ((33 + ((73 - 86) - (0 + 65))) - (((16 - 95) - (13 + 51)) + ((2 + 43) + (23 - 55)))),176,,,...
L4H16R16,depth5,((((28 + 38) - (75 - 38)) - ((21 + 13) + (45 + 2))) + (((42 + 22) - (15 + 82)) - ((16 - 57) + (39 + 55)))) - ((((4 + 62) + 95) - ((50 + 81) + (2 - 68))) - (((59 - 96) + (8 - 27)) - ((68 + 85) + (30 + 79)))),-552,,,...
L4H16R16,depth5,(((54 - (14 + 58)) - 14) + 22) - ((((39 + 17) + (3 - 94)) - ((20 + 32) - (59 - 70))) - (66 + (81 + (86 - 35)))),286,,,...
L4H16R16,depth5,((((47 - 55) + (77 - 40)) + ((36 - 9) - (37 - 7))) + (((82 + 86) + (64 - 63)) + ((27 - 95) - (49 + 29)))) + ((((17 + 76) + (73 + 41)) - ((35 - 64) + (94 + 45))) + (((57 + 47) - 40) - ((49 + 44) + (79 + 0)))),38,,,...
L4H16R16,depth5,((((90 + 91) + (99 + 3)) + ((43 - 95) - (15 - 61))) - (((0 - 57) - (55 - 51)) + ((0 + 96) - (2 - 56)))) - ((((61 + 70) - (22 - 82)) + 26) + (((72 - 1) - (89 + 89)) - ((64 + 40) - 61))),121,,,...
L4H16R16,depth5,((((96 + 83) - (99 + 99)) + (27 - (70 - 39))) + (((64 + 50) + (89 - 73)) - 61)) + (((26 + (5 + 6)) - ((34 + 74) - (7 - 25))) + (((85 + 62) + (51 - 8)) + (2 - (31 - 65)))),183,,,...
L8H4R32,depth1,64 + 58,122,,,...
L8H4R32,depth1,22 + 87,109,,,...
L8H4R32,depth1,19 + 94,113,,,...
L8H4R32,depth1,97 - 24,73,,,...
L8H4R32,depth1,35 + 89,124,,,...
L8H4R32,depth1,89 - 50,39,,,...
L8H4R32,depth1,58 - 89,-31,,,...
L8H4R32,depth1,28 + 49,77,,,...
L8H4R32,depth1,94 - 31,63,,,...
L8H4R32,depth1,84 + 82,166,,,...
L4H2R16,depth1,5 + 2,7,,,...
L4H2R16,depth1,20 + 83,103,,,...
L4H2R16,depth1,15 - 12,3,,,...
L4H2R16,depth1,51 + 88,139,,,...
L4H2R16,depth1,98 - 69,29,,,...
L4H2R16,depth1,35 + 33,68,,,...
L4H2R16,depth1,39 - 12,27,,,...
L4H2R16,depth1,63 + 12,75,,,...
L4H2R16,depth1,50 - 7,43,,,...
L4H2R16,depth1,38 - 67,-29,,,...
L4H4R16,depth3,((56 + 67) - 85) - ((13 - 8) + (5 + 57)),-29,,,...
L4H4R16,depth3,((35 - 13) - 60) - ((75 + 61) + (3 - 52)),-125,,,...
L4H4R16,depth3,((42 + 69) - (28 + 2)) - ((40 + 27) + (87 - 28)),-45,,,...
L4H4R16,depth3,((62 - 21) - (60 - 93)) + ((2 + 20) + (14 - 73)),37,,,...
L4H4R16,depth3,((88 - 42) + (63 - 90)) + ((32 - 58) + (29 - 84)),-62,,,...
L4H4R16,depth3,((81 - 69) - (12 - 55)) - ((25 + 50) + (40 + 1)),-61,,,...
L4H4R16,depth3,((36 + 69) + (63 + 76)) - ((82 + 19) - (26 + 84)),253,,,...
L4H4R16,depth3,((54 + 75) - 31) - ((93 + 85) + (19 - 24)),-75,,,...
L4H4R16,depth3,99 - ((72 + 89) - (18 - 20)),-64,,,...
L4H4R16,depth3,((37 + 40) - (67 + 38)) - ((71 + 88) - (54 - 46)),-179,,,...
L6H16R4,depth1,2 + 14,16,,,...
L6H16R4,depth1,69 - 42,27,,,...
L6H16R4,depth1,44 + 74,118,,,...
L6H16R4,depth1,23 + 8,31,,,...
L6H16R4,depth1,71 + 95,166,,,...
L6H16R4,depth1,20 - 83,-63,,,...
L6H16R4,depth1,0 + 90,90,,,...
L6H16R4,depth1,40 - 72,-32,,,...
L6H16R4,depth1,31 - 90,-59,,,...
L6H16R4,depth1,26 - 19,7,,,...
L8H4R32,depth4,66 - (((96 + 30) - (84 - 9)) + 21),-6,,,...
L8H4R32,depth4,(((78 - 23) + 91) + ((40 + 61) - (5 - 37))) + (((66 + 23) + (28 - 48)) - ((67 + 63) + 66)),152,,,...
L8H4R32,depth4,(((3 + 82) + (30 + 37)) + ((36 + 24) + 17)) + (((11 + 21) + (44 + 10)) - 94),221,,,...
L8H4R32,depth4,(((72 + 66) + 78) - ((4 - 57) - (53 + 64))) - (((15 - 7) + (14 - 99)) - ((48 + 14) - (43 + 13))),469,,,...
L8H4R32,depth4,14 + (((23 + 59) - (98 - 7)) + ((23 - 88) + (51 + 77))),68,,,...
L8H4R32,depth4,(((13 + 54) + (42 + 72)) - 24) - (((36 - 23) - (85 - 57)) + ((8 + 31) + (76 + 67))),-10,,,...
L8H4R32,depth4,(((12 - 6) - (52 + 47)) - ((16 - 77) + (96 - 14))) - (((89 + 52) - (94 + 57)) + ((53 + 66) - (33 + 71))),-119,,,...
L8H4R32,depth4,(((3 + 77) - (82 - 85)) + ((57 + 24) + 67)) + (((76 - 1) + (99 - 82)) + 29),352,,,...
L8H4R32,depth4,(((10 + 25) - (39 + 36)) - ((81 - 7) + 69)) - (((29 - 10) + (6 + 30)) + ((0 - 11) + (3 - 43))),-187,,,...
L8H4R32,depth4,(((16 - 64) + (72 - 26)) - ((4 - 27) - (11 + 3))) + (((40 + 5) - (15 + 89)) + ((34 + 82) - 95)),-3,,,...
L2H16R16,depth1,77 - 64,13,,,...
L2H16R16,depth1,28 - 54,-26,,,...
L2H16R16,depth1,1 - 97,-96,,,...
L2H16R16,depth1,81 + 25,106,,,...
L2H16R16,depth1,4 - 7,-3,,,...
L2H16R16,depth1,32 - 55,-23,,,...
L2H16R16,depth1,63 + 7,70,,,...
L2H16R16,depth1,81 - 81,0,,,...
L2H16R16,depth1,72 - 37,35,,,...
L2H16R16,depth1,85 - 53,32,,,...
L6H4R4,depth2,(7 - 49) - (83 - 75),-50,,,...
L6H4R4,depth2,(81 - 30) - (61 - 34),24,,,...
L6H4R4,depth2,45 + (12 + 4),61,,,...
L6H4R4,depth2,(72 - 53) + (66 - 28),57,,,...
L6H4R4,depth2,(17 - 19) - (49 + 98),-149,,,...
L6H4R4,depth2,(38 + 64) - (32 - 96),166,,,...
L6H4R4,depth2,(33 - 64) - (48 + 27),-106,,,...
L6H4R4,depth2,(84 + 19) - (8 - 35),130,,,...
L6H4R4,depth2,3 + (48 - 37),14,,,...
